"hotel","is_canceled","lead_time","arrival_date_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","distribution_channel","is_repeated_guest","booking_changes","deposit_type","customer_type","required_car_parking_spaces","total_of_special_requests","restype","room_coherence","prev_cancellations","waiting_list"
"City Hotel","0",1,"October",0,1,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",24,"October",1,3,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",23,"October",2,5,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",1,"October",0,1,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",6,"October",0,1,1,0,0,"BB","Online TA","GDS","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",6,"October",0,1,1,0,0,"BB","Online TA","GDS","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",2,"October",0,3,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",53,"October",0,1,1,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","0",0,0
"City Hotel","0",53,"October",0,1,1,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","0",0,0
"City Hotel","0",53,"October",0,1,1,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","0",0,0
"City Hotel","0",37,"October",1,1,3,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",3,"October",2,0,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",3,"October",1,0,1,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",1,"October",1,0,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",0,"October",1,1,1,0,0,"BB","Corporate","Corporate","0",1,"No Deposit","Transient-Party",0,0,"company","1",0,0
"City Hotel","0",0,"October",1,1,1,0,0,"BB","Direct","Direct","0",2,"No Deposit","Transient-Party",0,0,"company","1",0,0
"City Hotel","0",6,"October",2,1,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"City Hotel","0",4,"October",2,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",1,"October",0,1,2,0,1,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",26,"October",1,2,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",9,"October",1,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",26,"October",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",32,"October",2,5,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",37,"October",1,1,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",55,"October",1,5,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"City Hotel","0",4,"October",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",4,"October",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",87,"October",2,1,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",87,"October",2,1,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",87,"October",2,1,2,0,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",9,"October",0,1,1,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",5,"October",0,1,1,0,0,"BB","Corporate","Corporate","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",12,"October",0,1,1,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",12,"October",0,1,1,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",12,"October",0,1,1,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",2,"October",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",41,"October",0,2,1,0,0,"BB","Online TA","GDS","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",4,"October",0,3,1,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",8,"October",0,1,1,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",0,"October",1,1,2,0,0,"BB","Online TA","TA/TO","1",1,"No Deposit","Transient",0,3,"agent","1",0,0
"City Hotel","0",0,"October",1,1,2,0,0,"BB","Online TA","TA/TO","1",2,"No Deposit","Transient",0,4,"agent","1",0,0
"City Hotel","0",0,"October",1,1,2,0,0,"BB","Online TA","TA/TO","1",1,"No Deposit","Transient",0,4,"agent","1",0,0
"City Hotel","0",178,"October",0,4,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",33,"October",0,5,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,2,"agent","1",0,0
"City Hotel","0",28,"October",0,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",37,"October",0,3,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,3,"agent","1",0,0
"City Hotel","0",44,"October",0,2,2,1,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",44,"October",0,2,2,1,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",42,"October",0,1,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",2,"October",1,0,1,0,0,"BB","Aviation","Corporate","0",0,"No Deposit","Transient",0,0,"company","0",0,0
"City Hotel","0",62,"October",1,1,2,1,0,"BB","Direct","Direct","0",1,"No Deposit","Transient",1,2,"agent","1",0,0
"City Hotel","0",10,"October",1,0,1,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",92,"October",1,1,0,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",93,"October",1,1,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",32,"October",1,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",5,"October",1,2,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","0",0,0
"City Hotel","0",10,"October",1,1,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",26,"October",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",9,"October",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",17,"October",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,3,"agent","1",0,0
"City Hotel","0",52,"October",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",5,"October",1,4,1,0,0,"BB","Aviation","Corporate","0",2,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",4,"August",1,1,1,0,0,"BB","Aviation","Corporate","1",0,"No Deposit","Transient",0,2,"company","1",0,0
"City Hotel","0",27,"October",2,1,2,0,0,"SC","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",32,"October",2,1,2,1,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",7,"October",2,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",5,"October",2,1,2,2,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"City Hotel","0",7,"October",2,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",7,"October",2,1,2,0,0,"SC","Direct","Direct","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"City Hotel","0",34,"October",2,0,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",5,"October",2,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",27,"October",2,1,2,0,0,"SC","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",54,"October",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",9,"October",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",14,"November",0,1,1,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",14,"November",0,1,1,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",8,"November",0,1,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"City Hotel","0",8,"November",0,1,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"City Hotel","0",13,"November",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"City Hotel","0",7,"October",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",12,"November",0,4,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",25,"November",0,4,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",38,"November",0,2,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"City Hotel","0",48,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",0,"November",0,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",48,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",48,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",48,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",48,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",71,"November",0,3,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"City Hotel","0",42,"November",1,2,2,0,1,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"City Hotel","0",1,"November",0,1,1,0,0,"BB","Corporate","Corporate","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",27,"November",1,2,1,0,0,"BB","Direct","Direct","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",41,"November",1,2,1,0,0,"BB","Online TA","GDS","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",123,"November",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",6,"November",2,3,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",6,"November",2,3,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",54,"November",0,2,2,0,0,"SC","Online TA","TA/TO","0",2,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",53,"November",0,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",45,"November",0,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",62,"November",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",7,"November",1,1,2,0,0,"SC","Online TA","TA/TO","0",2,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",54,"November",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",54,"November",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",55,"November",2,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",56,"November",2,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"City Hotel","0",54,"November",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",12,"November",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",20,"November",1,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",20,"November",0,2,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",6,"November",0,1,1,0,0,"SC","Online TA","GDS","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",35,"November",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",3,"November",2,3,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"City Hotel","0",27,"November",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",26,"November",0,2,1,0,0,"BB","Corporate","Corporate","0",3,"No Deposit","Transient-Party",0,0,"company","1",0,0
"City Hotel","0",11,"November",1,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"City Hotel","0",10,"November",1,3,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",9,"November",1,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",35,"November",0,3,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",49,"November",0,3,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",40,"November",1,3,2,0,0,"HB","Direct","Direct","0",3,"No Deposit","Transient",1,0,"agent","1",0,0
"City Hotel","0",9,"November",0,2,1,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",3,"November",1,4,2,0,1,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",1,"November",0,3,1,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",41,"November",0,2,3,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",60,"November",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",2,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",1,"November",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",60,"November",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",98,"November",1,2,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",24,"November",1,3,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",39,"November",1,1,3,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",215,"November",1,1,1,0,0,"BB","Groups","Corporate","0",2,"No Deposit","Transient",0,0,"company","0",0,0
"City Hotel","0",58,"November",2,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",1,"November",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",58,"November",2,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",4,"November",2,2,2,0,0,"SC","Online TA","TA/TO","0",3,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",15,"November",2,1,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",5,"November",2,1,2,1,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",215,"November",1,1,2,0,0,"BB","Groups","Corporate","0",2,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",215,"November",1,1,1,0,0,"BB","Groups","Corporate","0",1,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",53,"November",2,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",214,"November",2,1,1,0,0,"BB","Groups","Corporate","0",2,"No Deposit","Transient",0,0,"company","0",0,0
"City Hotel","0",215,"November",1,1,1,0,0,"BB","Groups","Corporate","0",1,"No Deposit","Transient",0,0,"company","0",0,0
"City Hotel","0",215,"November",1,1,1,0,0,"BB","Groups","Corporate","0",1,"No Deposit","Transient",0,0,"company","0",0,0
"City Hotel","0",215,"November",1,1,1,0,0,"BB","Groups","Corporate","0",1,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",215,"November",1,1,2,0,0,"BB","Groups","Corporate","0",1,"No Deposit","Transient",0,1,"company","1",0,0
"City Hotel","0",215,"November",1,1,1,0,0,"BB","Groups","Corporate","0",2,"No Deposit","Transient",0,0,"company","0",0,0
"City Hotel","0",215,"November",1,1,1,0,0,"BB","Groups","Corporate","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",75,"November",2,2,1,0,0,"BB","Groups","Corporate","0",4,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",8,"November",0,1,1,0,0,"BB","Online TA","GDS","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",77,"November",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",4,"November",1,3,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",53,"November",1,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",18,"November",2,5,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",107,"November",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",21,"November",0,5,2,1,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"City Hotel","0",67,"November",0,2,3,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",68,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",68,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",68,"November",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",68,"November",0,2,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",18,"November",0,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"City Hotel","0",30,"November",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"City Hotel","0",10,"November",1,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",10,"November",1,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",5,"November",1,0,1,0,0,"BB","Corporate","Corporate","0",0,"No Deposit","Transient-Party",0,0,"company","1",0,0
"City Hotel","0",5,"November",1,0,1,0,0,"BB","Corporate","Corporate","0",0,"No Deposit","Transient-Party",0,0,"company","1",0,0
"City Hotel","0",5,"November",1,0,1,0,0,"BB","Corporate","Corporate","0",0,"No Deposit","Transient-Party",0,0,"company","1",0,0
"City Hotel","0",61,"November",2,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",61,"November",2,1,3,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",61,"November",2,1,2,1,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",110,"November",1,0,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",5,"November",1,0,1,0,0,"BB","Corporate","Corporate","0",0,"No Deposit","Transient-Party",0,0,"company","1",0,0
"City Hotel","0",11,"November",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"City Hotel","0",19,"November",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",14,"November",0,1,1,0,0,"BB","Corporate","Corporate","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",133,"November",2,2,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",5,"November",1,1,1,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",0,"November",0,1,1,0,0,"BB","Corporate","Corporate","0",0,"No Deposit","Transient",0,0,"company","0",0,0
"City Hotel","0",0,"August",1,1,1,0,0,"BB","Corporate","Corporate","1",0,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",25,"November",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",25,"November",0,1,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",3,"November",0,2,1,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"City Hotel","0",30,"November",0,4,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",74,"March",0,2,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"City Hotel","0",66,"November",2,5,3,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",0,"March",0,1,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",15,"March",0,3,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,2,"agent","0",0,0
"City Hotel","0",1,"March",1,1,2,1,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"City Hotel","0",0,"March",1,0,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",51,"March",2,1,2,1,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"City Hotel","0",18,"March",2,2,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","0",0,0
"City Hotel","0",271,"March",2,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",271,"March",2,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",271,"March",2,1,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",76,"March",2,1,2,0,0,"SC","Online TA","TA/TO","0",2,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",76,"March",2,1,2,0,0,"SC","Online TA","TA/TO","0",2,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",16,"March",2,0,2,1,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",16,"March",2,0,2,1,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",2,"March",2,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"City Hotel","0",54,"March",1,0,2,0,0,"SC","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",68,"March",2,0,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
